filename,renjiao_hint,content_type,old_manifest,topic_keywords
四上第八单元：沏茶问题（最短时间）这里想给学生强调，要把路线画出来，一步一步分析_675ac57900000000040289dc.txt,四上,教学,keep-34grade,四上第八单元：沏茶问题（最短时间）这里想给学生强调，要把路线画出来，一步一步分析
四上第八单元：烙饼问题小学数学 数学思维 烙饼问题_675c1063000000000603cfa9.txt,四上,教学,keep-34grade,四上第八单元：烙饼问题小学数学 数学思维 烙饼问题
四上第八单元：轮流报数游戏。小学数学 数学思维 数学其实很简单_67617b3c0000000014023a31.txt,四上,教学,keep-34grade,四上第八单元：轮流报数游戏。小学数学 数学思维 数学其实很简单
四上第六单元：“打包”更划算。这道题和教材上的题很相似，是教材的延伸，稍微变了一_675419af000000000800608a.txt,四上,教学,keep-34grade,四上第六单元：“打包”更划算。这道题和教材上的题很相似，是教材的延伸，稍微变了一
四上第六单元：买赠问题（已知总价，求数量）。前面讲过已知数量求总价的类型，有需要_6749c2130000000007030f8a.txt,四上,教学,keep-34grade,四上第六单元：买赠问题（已知总价，求数量）。前面讲过已知数量求总价的类型，有需要
四上第六单元：余数的变化规律。_6752f1680000000007039ad1.txt,四上,教学,keep-34grade,四上第六单元：余数的变化规律。
四上第六单元：口算除法（思维拓展）。除法算式与倍，通过这道题想告诉学生，我们的解_673f39ae000000000703ad13.txt,四上,思维拓展|教学,keep-34grade,四上第六单元：口算除法（思维拓展）。除法算式与倍，通过这道题想告诉学生，我们的解
四上第六单元：商的变化规律（假设法）。这种类型的题，如果学生确实记不住概念，那么_6751828500000000070387d1.txt,四上,教学,keep-34grade,四上第六单元：商的变化规律（假设法）。这种类型的题，如果学生确实记不住概念，那么
四上第六单元：思维拓展（初商与正确商）。计算218➗3 □时，初商5，发现商小了_6749a1c50000000007026085.txt,四上,思维拓展|教学,keep-34grade,四上第六单元：思维拓展（初商与正确商）。计算218➗3 □时，初商5，发现商小了
四上第六单元：思维拓展（初商与正确商）小学数学 思维训练 小学数学 小学奥数 小_6748860900000000070278a8.txt,四上,思维拓展|教学,keep-34grade,四上第六单元：思维拓展（初商与正确商）小学数学 思维训练 小学数学 小学奥数 小
四上第六单元：思考题。_67504a430000000007027d5d.txt,四上,教学,keep-34grade,四上第六单元：思考题。
四上第六单元：思考题。其本质就是隐藏的和倍问题。难点在于用学生能听懂的方法讲明白_674ef3000000000007028da7.txt,四上,教学,keep-34grade,四上第六单元：思考题。其本质就是隐藏的和倍问题。难点在于用学生能听懂的方法讲明白
四上第六单元：思考题（商是一位数且没有余数）小学数学数学思维_674effcb0000000007030875.txt,四上,教学,keep-34grade,四上第六单元：思考题（商是一位数且没有余数）小学数学数学思维
四上第六单元：思考题（这道题比较难，其本质考察的是除法算式各部分之间的关系。）数_675531bd00000000070081ff.txt,四上,教学,keep-34grade,四上第六单元：思考题（这道题比较难，其本质考察的是除法算式各部分之间的关系。）数
四上第六单元：思考题（这道题比较难，其本质考察的是除法算式各部分之间的关系。）数_6756dd7b000000000603eb4c.txt,四上,教学,keep-34grade,四上第六单元：思考题（这道题比较难，其本质考察的是除法算式各部分之间的关系。）数
四上第六单元：易错题—拿之后一样多（画图很关键）易错题 数学思维 小学数学_675035610000000007038948.txt,四上,思维拓展|教学,keep-34grade,四上第六单元：易错题—拿之后一样多（画图很关键）易错题 数学思维 小学数学
四上第六单元：易错题。（讲的时候学生都会，但是学生独立做出错率很高。）小学数学_674aa44a0000000007039b22.txt,四上,思维拓展|教学,keep-34grade,四上第六单元：易错题。（讲的时候学生都会，但是学生独立做出错率很高。）小学数学
四上第六单元：有余数的除法算式各部分之间的关系。_674128590000000007038d84.txt,四上,教学,keep-34grade,四上第六单元：有余数的除法算式各部分之间的关系。
四上第六单元：用假设法解题。_6752e0390000000007037b7c.txt,四上,教学,keep-34grade,四上第六单元：用假设法解题。
四上第六单元：用简便方法计算（变胖和变瘦）。取了一个比较俗的名字帮助学生理解与记_6756e65e000000000700f204.txt,四上,教学,keep-34grade,四上第六单元：用简便方法计算（变胖和变瘦）。取了一个比较俗的名字帮助学生理解与记
四上第六单元：稍复杂的行程问题。_674d9b270000000007027820.txt,四上,教学,keep-34grade,四上第六单元：稍复杂的行程问题。
四上第六单元：被除数和除数同时去0的竖式，这也是一种简便方法。沟通联系，加深认识_675829530000000004029fed.txt,四上,教学,keep-34grade,四上第六单元：被除数和除数同时去0的竖式，这也是一种简便方法。沟通联系，加深认识
四上第六单元：调商（重视每一步意义的理解）小学数学 数学思维_674449cc000000000703326a.txt,四上,教学,keep-34grade,四上第六单元：调商（重视每一步意义的理解）小学数学 数学思维
四上第六单元：这是本单元的重点题型（怎么买划算）小学数学易错题数学思维_67585228000000000603e5e7.txt,四上,思维拓展|教学,keep-34grade,四上第六单元：这是本单元的重点题型（怎么买划算）小学数学易错题数学思维
四上第六单元：除数与商的关系（此消彼长）。备课时，突然想到用这个词来形容除数与商_674d985f000000000703be3e.txt,四上,教学,keep-34grade,四上第六单元：除数与商的关系（此消彼长）。备课时，突然想到用这个词来形容除数与商
四上第六单元：除数是整十数的除法竖式。重点在于理解每一步的意义及沟通知识之间的联_6740398f0000000007033276.txt,四上,教学,keep-34grade,四上第六单元：除数是整十数的除法竖式。重点在于理解每一步的意义及沟通知识之间的联
四上第六单元：除法竖式谜。小学数学 数学思维_674c46ec00000000070394bd.txt,四上,教学,keep-34grade,四上第六单元：除法竖式谜。小学数学 数学思维
四上第六单元：除法竖式谜。小学数学 竖式谜_674580d5000000000703441a.txt,四上,教学,keep-34grade,四上第六单元：除法竖式谜。小学数学 竖式谜
四下-求近似数_68405b580000000023010f71.txt,四下,其他,keep-34grade,四下-求近似数
四下-简便计算（复杂）_68405a9e0000000023003960.txt,四下,教学,keep-34grade,四下-简便计算（复杂）
四下-简便计算（易混淆）_68405a5f0000000022036c32.txt,四下,教学,keep-34grade,四下-简便计算（易混淆）
四下-鸡兔同笼问题变式3_68405c5f000000002301fccc.txt,四下,其他,keep-34grade,四下-鸡兔同笼问题变式3
四下五单元-三角形被遮住了部分_680b90e2000000001c013a18.txt,四下,教学,keep-34grade,四下五单元-三角形被遮住了部分
四下五单元-易错题_6818400d0000000022028e87.txt,四下,思维拓展|教学,keep-34grade,四下五单元-易错题
四下五单元-画等腰三角形_680e2a85000000002202fab4.txt,四下,教学,keep-34grade,四下五单元-画等腰三角形
四下六单元-桶和油的问题_68184231000000002300e56c.txt,四下,教学,keep-34grade,四下六单元-桶和油的问题
四下思维拓展-等量代换（转化）_68405be20000000023000058.txt,四下,思维拓展,keep-34grade,四下思维拓展-等量代换（转化）
四下思维训练：与倍有关（和倍问题）_682dd7e1000000002301297b.txt,四下,思维拓展,keep-34grade,四下思维训练：与倍有关（和倍问题）
四下易错题：用假设法求解_68221192000000002301479d.txt,四下,思维拓展,keep-34grade,四下易错题：用假设法求解
四下期末复习-易错题_685530680000000010027a1f.txt,四下,期末复习|思维拓展,keep-34grade,四下期末复习-易错题
四下期末复习-易错题_6855311500000000120166f8.txt,四下,期末复习|思维拓展,keep-34grade,四下期末复习-易错题
四下期末复习-杯子叠起来的高度_68552faf000000000b02efb7.txt,四下,期末复习,keep-34grade,四下期末复习-杯子叠起来的高度
四下期末复习_6855300d000000000b01d543.txt,四下,期末复习,keep-34grade,四下期末复习
四下第七单元-图形的平移_682362ec000000002300d757.txt,四下,教学,keep-34grade,四下第七单元-图形的平移
四下第七单元-对称轴_682ade59000000002202dfb2.txt,四下,教学,keep-34grade,四下第七单元-对称轴
四下第七单元-求近似数（最大与最小）_682895620000000023017fea.txt,四下,教学,keep-34grade,四下第七单元-求近似数（最大与最小）
四下第七单元-轴对称图形_681dec54000000002202ee43.txt,四下,教学,keep-34grade,四下第七单元-轴对称图形
四下第七单元-运用平移解决问题（转化）_682ade890000000023002913.txt,四下,教学,keep-34grade,四下第七单元-运用平移解决问题（转化）
四下第五单元-计算图中角的度数。_681841910000000023011b64.txt,四下,教学,keep-34grade,四下第五单元-计算图中角的度数。
四下第五单元：假设法与画图_6810e00d000000002202a331.txt,四下,教学,keep-34grade,四下第五单元：假设法与画图
四下第五单元：换算单位_6810e0b9000000002301300d.txt,四下,教学,keep-34grade,四下第五单元：换算单位
四下第五单元：求多边形的内角和_6818c8a30000000023013350.txt,四下,教学,keep-34grade,四下第五单元：求多边形的内角和
四下第八单元-平均数变式_682dd81b0000000023016a34.txt,四下,教学,keep-34grade,四下第八单元-平均数变式
四下第六单元-小数加减法（竖式）_681b5d5e000000002301d9f3.txt,四下,教学,keep-34grade,四下第六单元-小数加减法（竖式）
四下第六单元-思维训练（和差问题）_6822116b00000000230027ea.txt,四下,思维拓展|教学,keep-34grade,四下第六单元-思维训练（和差问题）
四下第六单元-思维题_681dec730000000022037ccd.txt,四下,教学,keep-34grade,四下第六单元-思维题
四下第六单元-竖式谜_681b5db0000000002202c461.txt,四下,教学,keep-34grade,四下第六单元-竖式谜
四下第六单元-简便计算_682212250000000023010ae2.txt,四下,教学,keep-34grade,四下第六单元-简便计算
四下第六单元-简便计算（去括号）_682894fd000000002301081c.txt,四下,教学,keep-34grade,四下第六单元-简便计算（去括号）
四下：与倍有关（抓住总量不变）_68484c2f000000002202ed6f.txt,四下,其他,keep-34grade,四下：与倍有关（抓住总量不变）
四下：单位换算与排序（稍复杂）_682dd87a0000000023012d0f.txt,四下,其他,keep-34grade,四下：单位换算与排序（稍复杂）
四下：平均数变式。_6832ef08000000002202be98.txt,四下,教学,keep-34grade,四下：平均数变式。
四下：得分问题_68484b6c0000000023014aac.txt,四下,其他,keep-34grade,四下：得分问题
四下：鸡兔同笼变式2_6832eede000000002202eefa.txt,四下,其他,keep-34grade,四下：鸡兔同笼变式2
四下：鸡兔同笼变式题_6832e310000000002202e719.txt,四下,其他,keep-34grade,四下：鸡兔同笼变式题
四下：鸡兔同笼问题（假设法）_682dd9570000000023017150.txt,四下,其他,keep-34grade,四下：鸡兔同笼问题（假设法）
四下：鸡兔同笼问题（抬脚法）_682dd8f90000000022034ee6.txt,四下,其他,keep-34grade,四下：鸡兔同笼问题（抬脚法）
四升五预习10。_68841fe8000000000b01f895.txt,四升五预习|无年级前缀,预习,keep-5grade|preview,四升五预习10。
四升五预习11。_6888159a00000000250273df.txt,四升五预习|无年级前缀,预习,keep-5grade|preview,四升五预习11。
四升五预习12。_688c19000000000025022172.txt,四升五预习|无年级前缀,预习,keep-5grade|preview,四升五预习12。
四升五预习13。_68904b8500000000250280e0.txt,四升五预习|无年级前缀,预习,keep-5grade|preview,四升五预习13。
四升五预习14_689a11e7000000002501399b.txt,四升五预习|无年级前缀,预习,keep-5grade|preview,四升五预习14
四升五预习15_689a12520000000025019818.txt,四升五预习|无年级前缀,预习,keep-5grade|preview,四升五预习15
四升五预习16_68a468f7000000001d004680.txt,四升五预习|无年级前缀,预习,keep-5grade|preview,四升五预习16
四升五预习17_68a46930000000001d0047fc.txt,四升五预习|无年级前缀,预习,keep-5grade|preview,四升五预习17
四升五预习18_68af16e1000000001d002f1d.txt,四升五预习|无年级前缀,预习,keep-5grade|preview,四升五预习18
四升五预习19_68af171b000000001d00f24e.txt,四升五预习|无年级前缀,预习,keep-5grade|preview,四升五预习19
四升五预习1_686259350000000010011c90.txt,四升五预习|无年级前缀,预习,keep-5grade|preview,四升五预习1
四升五预习20_68b1bf61000000001d009e6c.txt,四升五预习|无年级前缀,预习,keep-5grade|preview,四升五预习20
四升五预习2_68652e330000000012015670.txt,四升五预习|无年级前缀,预习,keep-5grade|preview,四升五预习2
四升五预习3_6868fd6d0000000010025bce.txt,四升五预习|无年级前缀,预习,keep-5grade|preview,四升五预习3
四升五预习4。_686cbc5e0000000010013c74.txt,四升五预习|无年级前缀,预习,keep-5grade|preview,四升五预习4。
四升五预习5。_686f3a17000000000d0188c4.txt,四升五预习|无年级前缀,预习,keep-5grade|preview,四升五预习5。
四升五预习6。_6874cce2000000000d025d0a.txt,四升五预习|无年级前缀,预习,keep-5grade|preview,四升五预习6。
四升五预习7。_6878789c0000000010025979.txt,四升五预习|无年级前缀,预习,keep-5grade|preview,四升五预习7。
四升五预习8。_687c687000000000120157cd.txt,四升五预习|无年级前缀,预习,keep-5grade|preview,四升五预习8。
四升五预习9。_688042f60000000011001311.txt,四升五预习|无年级前缀,预习,keep-5grade|preview,四升五预习9。
四年级上册第五单元-各种四边形之间的关系（长方形、正方形、平行四边形、梯形）_673c6f01000000000702b249.txt,四上,教学,keep-34grade,四年级上册第五单元-各种四边形之间的关系（长方形、正方形、平行四边形、梯形）
四年级寒假预习1 前几个视频都是在讲基础知识点，很简单，但千万不要小看它哦。小学_678e3d70000000002901080e.txt,寒假预习|无年级前缀,预习,keep-34grade,四年级寒假预习1 前几个视频都是在讲基础知识点，很简单，但千万不要小看它哦。小学
四年级寒假预习10_再次认识小数小学数学 寒假 预习_679e19a90000000029019826.txt,寒假预习|无年级前缀,预习|教学,keep-34grade,四年级寒假预习10
四年级寒假预习11_小数的性质小学数学 寒假 预习_67a0ca770000000029017641.txt,寒假预习|无年级前缀,预习|教学,keep-34grade,四年级寒假预习11
四年级寒假预习12_小数的大小比较小学数学寒假预习_67a34bb400000000290098db.txt,寒假预习|无年级前缀,预习|教学,keep-34grade,四年级寒假预习12
四年级寒假预习13_小数点移动小学数学寒假预习_67a5ebd9000000002a00d81e.txt,寒假预习|无年级前缀,预习|教学,keep-34grade,四年级寒假预习13
四年级寒假预习14_鸡兔同笼小学数学寒假预习_67a89a48000000002a002009.txt,寒假预习|无年级前缀,预习|教学,keep-34grade,四年级寒假预习14
四年级寒假预习15_得分问题小学数学 寒假预习_67adc415000000002802bd0c.txt,寒假预习|无年级前缀,预习|教学,keep-34grade,四年级寒假预习15
四年级寒假预习2小学数学 寒假 预习_678e3e88000000002a00e89f.txt,寒假预习|无年级前缀,预习|教学,keep-34grade,四年级寒假预习2小学数学 寒假 预习
四年级寒假预习3_简便运算（1）多写了一个9[汗颜R]大家多担待[笑哭R]小学数_6790d405000000002901f47d.txt,寒假预习|无年级前缀,预习,keep-34grade,四年级寒假预习3
四年级寒假预习4_简便运算（2）凑整。小学数学 寒假 预习_67922c4a0000000029028bf2.txt,寒假预习|无年级前缀,预习|教学,keep-34grade,四年级寒假预习4
四年级寒假预习5_简便运算（3）小学数学 寒假预习_67939118000000002901bb8b.txt,寒假预习|无年级前缀,预习|教学,keep-34grade,四年级寒假预习5
四年级寒假预习6_乘法交换律和乘法结合律#小学数学 寒假 预习_6794f25a000000002900efb3.txt,寒假预习|无年级前缀,预习|教学,keep-34grade,四年级寒假预习6
四年级寒假预习7_乘法分配律。小学数学 寒假 预习_6795f522000000002900b4af.txt,寒假预习|无年级前缀,预习|教学,keep-34grade,四年级寒假预习7
四年级寒假预习8：错中求解。借此机会祝大家新年快乐🎆，祝大家新的一年里顺风顺水_679a0ebb000000002a00d2e6.txt,寒假预习|无年级前缀,预习,keep-34grade,四年级寒假预习8：错中求解。借此机会祝大家新年快乐🎆，祝大家新的一年里顺风顺水
四年级寒假预习9_有难度的简便运算小学数学 预习 寒假 简便运算_679c57d50000000029027533.txt,寒假预习|无年级前缀,预习|教学,keep-34grade,四年级寒假预习9
因数和倍数的意义。_69afd7a20000000022020861.txt,无年级前缀,其他,keep-34grade|keep-5grade,因数和倍数的意义。
图形拓展题：等底等高的三角形面积相等。小学数学三角形的面积_69985935000000000a029bdc.txt,无年级前缀,思维拓展|教学,keep-34grade,图形拓展题：等底等高的三角形面积相等。小学数学三角形的面积
在一个没有余数的除法算式中，被除数与除数的差是300，商是16，求被除数与除数分_67b5db4f000000002803ea24.txt,无年级前缀,其他,keep-34grade,在一个没有余数的除法算式中，被除数与除数的差是300，商是16，求被除数与除数分
在数尺上填小数。（这学期我们先上第四单元，第三单元先留着后面上）小学数学 知识分_67c5c4ca000000002903efbc.txt,无年级前缀,教学,keep-34grade,在数尺上填小数。（这学期我们先上第四单元，第三单元先留着后面上）小学数学 知识分
复习写综合算式，重点梳理三者的联系与区别。小学数学 综合算式四年级数学_67c5c443000000002903ee16.txt,无年级前缀,教学,keep-34grade,复习写综合算式，重点梳理三者的联系与区别。小学数学 综合算式四年级数学
多位数与倍数问题_一个五位数，在它的前面添上4，得到的数是原来的数的9倍，这个五_66f6a0b4000000001b02197e.txt,无年级前缀,其他,keep-34grade,多位数与倍数问题
大家之前问得特别多的一道题（火车过桥）。小学数学 火车过桥四年级数学_67c5c2b0000000002a001f82.txt,无年级前缀,教学,keep-34grade,大家之前问得特别多的一道题（火车过桥）。小学数学 火车过桥四年级数学
大数的比较大小_把这些数不重不漏地按照要求写出来，并从小到大排序。重点是在细节…_66f2ba7c000000001a023afa.txt,无年级前缀,其他,keep-34grade,大数的比较大小
大部分学生出错，讲起来也比较拗口，看看大家还有没有更好的方法求解这道题。近似数_68484bab000000002300df8d.txt,无年级前缀,其他,keep-34grade,大部分学生出错，讲起来也比较拗口，看看大家还有没有更好的方法求解这道题。近似数
学会且习惯借助直观的图形来分析题意，掌握做选择题的得分技巧，其实这道题也可以挨个_68484d0600000000230152af.txt,无年级前缀,其他,keep-34grade,学会且习惯借助直观的图形来分析题意，掌握做选择题的得分技巧，其实这道题也可以挨个
寒假已经正式开启，除了预习，思维训练也安排上。小学数学 寒假思维训练_678ce5b9000000001801e2e7.txt,寒假预习|无年级前缀,预习|思维拓展|教学,preview,寒假已经正式开启，除了预习，思维训练也安排上。小学数学 寒假思维训练
寒假思维训练：这道题大家问得比较多，录一个视频讲一讲。小学数学 寒假 思维训练_679f9975000000002903535e.txt,无年级前缀,思维拓展|教学,preview,寒假思维训练：这道题大家问得比较多，录一个视频讲一讲。小学数学 寒假 思维训练
将不规则的图形转化成规则的图形。重点是教会学生怎么平移，一定要把图“画”出来！小_68484c0600000000230112df.txt,无年级前缀,其他,keep-34grade,将不规则的图形转化成规则的图形。重点是教会学生怎么平移，一定要把图“画”出来！小
小数的计数单位（易错题）_67cb0ba3000000002803ee9e.txt,无年级前缀,思维拓展|教学,keep-34grade,小数的计数单位（易错题）
常规练习题_计数单位、数位、数级和数字表示的意义的应用。#小学数学 #数学思维_66ead455000000001e01b31e.txt,无年级前缀,教学,keep-34grade,常规练习题
年龄问题_6998590f000000000c035ff9.txt,无年级前缀,其他,keep-34grade,年龄问题
开学第一课_小太阳老师开学啦，端好小凳凳，准备开始学习咯……#小学数学 #开学第_66eacb22000000000c019bff.txt,无年级前缀,教学,reject,开学第一课
开学送了三句话给我的学生。同时也用这三句话勉励我自己，我们一起开启新学期的学习吧_67b31fd2000000002a003721.txt,无年级前缀,其他,reject,开学送了三句话给我的学生。同时也用这三句话勉励我自己，我们一起开启新学期的学习吧
思想工作要做好😁_68d66a5600000000130040fc.txt,无年级前缀,思维拓展,reject,思想工作要做好😁
思维训练：错中求解（里面也涉及到了和的变化规律）。小学数学 数学思维四年级数学_67bb15fa000000002803e51b.txt,无年级前缀,思维拓展|教学,keep-34grade,思维训练：错中求解（里面也涉及到了和的变化规律）。小学数学 数学思维四年级数学
思维题：一箱苹果，爸爸20天吃完，妈妈30天吃完，两人一起吃多少天吃完？小学数学_678f815e000000002902fc1b.txt,无年级前缀,教学,keep-34grade,思维题：一箱苹果，爸爸20天吃完，妈妈30天吃完，两人一起吃多少天吃完？小学数学
成都vlog_奔赴一场救赎之旅。做一个有梦想的人，更要做一个有实现梦想勇气的人…_66c4bc89000000001d017db1.txt,无年级前缀,vlog生活,reject,成都vlog
找一个数的因数和找一个数的倍数。_69b14e0100000000220201dc.txt,无年级前缀,其他,keep-34grade|keep-5grade,找一个数的因数和找一个数的倍数。
拉窗帘模型的应用_69985967000000000b013e51.txt,无年级前缀,其他,keep-34grade|keep-6grade,拉窗帘模型的应用
捆扎问题_69be1ec70000000023023988.txt,无年级前缀,其他,keep-34grade,捆扎问题
换算单位（填小数）。借助分数更好理解。_67cb0abd000000002a00c573.txt,无年级前缀,教学,keep-34grade,换算单位（填小数）。借助分数更好理解。
接上一个视频接着讲， 类似的题多次出现在习题里。知识分享 每天进步一点_68da8997000000001300b903.txt,无年级前缀,其他,keep-34grade,接上一个视频接着讲， 类似的题多次出现在习题里。知识分享 每天进步一点
接着上一个视频讲，将分步算式改写成综合算式。小学数学 易错题四年级数学_67b94d44000000002901dab7.txt,无年级前缀,思维拓展|教学,keep-34grade,接着上一个视频讲，将分步算式改写成综合算式。小学数学 易错题四年级数学
接着昨天的租船问题讲租车问题。_67bdc25f000000002503d41b.txt,无年级前缀,其他,keep-34grade,接着昨天的租船问题讲租车问题。
接着昨天的讲，对比理解与记忆。_67b720f2000000002903cc2e.txt,无年级前缀,其他,keep-34grade,接着昨天的讲，对比理解与记忆。
搭配与读数。(将三年级的搭配知识与读数问题结合在一起考，重点是解题思路，要做到不_66fbfb74000000001b02252f.txt,三下,其他,keep-34grade,搭配与读数。(将三年级的搭配知识与读数问题结合在一起考，重点是解题思路，要做到不
改写成综合算式（图➡️综合算式）。_67b858a9000000002901b4ef.txt,无年级前缀,其他,keep-34grade,改写成综合算式（图➡️综合算式）。
数三角形个数。讲了最基础的做法，是做数数图形的题最万能的方法，也适当拔高了一些，_66d969bc000000000c018bab.txt,无年级前缀,教学,keep-34grade,数三角形个数。讲了最基础的做法，是做数数图形的题最万能的方法，也适当拔高了一些，
数级与求近似数。 #小学数学##数级_66f53169000000001a021d94.txt,无年级前缀,教学,keep-34grade,数级与求近似数。
数级练习题(易错)。_66ebfbe5000000001e019dcf.txt,无年级前缀,其他,keep-34grade,数级练习题(易错)。
新学期对照学_69678d1a000000000903b852.txt,无年级前缀,其他,keep-34grade,新学期对照学
新学期第一课_68b96d5c000000001d016fc3.txt,无年级前缀,其他,keep-34grade,新学期第一课
新情境新考法，这样的题你们会解吗？这是三下东南西北里的题。(期待开学继续与大家分_66d5b2ca000000001d03b17e.txt,三下,其他,keep-34grade,新情境新考法，这样的题你们会解吗？这是三下东南西北里的题。(期待开学继续与大家分
方阵问题_6975f073000000000a02ce0b.txt,无年级前缀,其他,keep-34grade,方阵问题
早起用一个讲课视频祝大家新年快乐🎉🎉🎉_69562c68000000001e014997.txt,无年级前缀,其他,keep-34grade,早起用一个讲课视频祝大家新年快乐🎉🎉🎉
易错题_69b3d19e000000001b00097d.txt,无年级前缀,思维拓展,keep-34grade,易错题
易错题_与日历有关(计算天数)。最基础的做法就是要分月计算，视频最后留有一道变式_66e4fac800000000120129e4.txt,无年级前缀,思维拓展,keep-34grade,易错题
易错题_多种形式考察数的组成。#小学数学##易错题_66f41959000000001902dd73.txt,无年级前缀,思维拓展|教学,keep-34grade,易错题
易错题（计数单位、小数的个数）_67cdb5da000000002903fa82.txt,无年级前缀,思维拓展|教学,keep-34grade,易错题（计数单位、小数的个数）
易错题：循环小数_6985a9ec00000000090387cf.txt,无年级前缀,思维拓展|教学,reject,易错题：循环小数
易错题：循环小数的简便记法？循环节？易错题循环小数_6975ef6e000000000b012b3d.txt,无年级前缀,思维拓展|教学,reject,易错题：循环小数的简便记法？循环节？易错题循环小数
昨天的幸福今天分享，祝自己教师节快乐🎉_68c6b557000000001d016635.txt,无年级前缀,其他,keep-34grade,昨天的幸福今天分享，祝自己教师节快乐🎉
最少由几个小正方体组成_69afd768000000002603dada.txt,无年级前缀,其他,keep-34grade,最少由几个小正方体组成
有两个数，分别将它们四舍五入到万位，都近似约等于6万，而且这两个数相差6，其中一_6708c2fc000000001a020e32.txt,无年级前缀,其他,keep-34grade,有两个数，分别将它们四舍五入到万位，都近似约等于6万，而且这两个数相差6，其中一
期末冲刺阶段（思想工作）_685531ba000000000b02fe6e.txt,无年级前缀,思维拓展,reject,期末冲刺阶段（思想工作）
期末复习_6833fede0000000022028237.txt,无年级前缀,期末复习,reject,期末复习
期末复习_6931680b000000001e004cc5.txt,无年级前缀,期末复习,reject,期末复习
植树问题易错题_6975f021000000000a03113d.txt,无年级前缀,思维拓展,keep-34grade|keep-6grade,植树问题易错题
求近似数易错题：大家踩坑了吗？_67079de5000000001a020590.txt,无年级前缀,思维拓展,keep-34grade,求近似数易错题：大家踩坑了吗？
汗流浃背的一天vlog_我的图书馆铁皮书架。喜欢与大家分享我生活中的小美好……#_66c6cb87000000001d0193ed.txt,无年级前缀,vlog生活,reject,汗流浃背的一天vlog
洒水车与面积：一辆洒水车每分钟行驶400米，洒水的宽度是10米，这辆洒水车1小时_670d36080000000021007ccb.txt,无年级前缀,教学,keep-34grade,洒水车与面积：一辆洒水车每分钟行驶400米，洒水的宽度是10米，这辆洒水车1小时
用0、0、0、2、3、4、5这七个数字组数，组成三个0都要读的最大七位数是多少？_66f95add000000001b023f7d.txt,无年级前缀,其他,keep-34grade,用0、0、0、2、3、4、5这七个数字组数，组成三个0都要读的最大七位数是多少？
用3、5、7、8和5个0组成一个九位数，使这个九位数最接近5亿，这个数是多少？#_67049e07000000001b020fe8.txt,无年级前缀,教学,keep-34grade,用3、5、7、8和5个0组成一个九位数，使这个九位数最接近5亿，这个数是多少？#
用3、5、8和四个0，组成一个只读两个0的七位数，求最大的和最小的七位数分别是？_66f3e10d000000001902f21e.txt,无年级前缀,其他,keep-34grade,用3、5、8和四个0，组成一个只读两个0的七位数，求最大的和最小的七位数分别是？
用“割补法”求不规则图形的面积。#小学数学 #不规则图形的面积_670e69db000000002100416d.txt,无年级前缀,教学,keep-34grade,用“割补法”求不规则图形的面积。
直觉告诉我，这是期末必考题哟，大家多练几道这种类型的题！必考考点 小学数学_68484d5b0000000023015458.txt,无年级前缀,教学,keep-34grade,直觉告诉我，这是期末必考题哟，大家多练几道这种类型的题！必考考点 小学数学
看看这道题，还挺有意思的，是一个粉丝发来的。小学数学 寒假 思维_678ce5f6000000001802c782.txt,无年级前缀,教学,keep-34grade,看看这道题，还挺有意思的，是一个粉丝发来的。小学数学 寒假 思维
第一单元必会题型_69aa25c6000000002602ea52.txt,无年级前缀,教学,keep-34grade,第一单元必会题型
简便计算（拓展的黄金搭档）。想让学生明白，现在学的只是在以前学过知识的基础上进行_68c6b59c000000001d006c9f.txt,无年级前缀,教学,keep-34grade,简便计算（拓展的黄金搭档）。想让学生明白，现在学的只是在以前学过知识的基础上进行
简便运算（1）小学数学简便运算四年级数学_67dece80000000001a007861.txt,无年级前缀,教学,keep-34grade,简便运算（1）小学数学简便运算四年级数学
简便运算（2）小学数学简便运算四年级数学_67decf4d000000001c00ab32.txt,无年级前缀,教学,keep-34grade,简便运算（2）小学数学简便运算四年级数学
简便运算（4）小学数学简便运算四年级数学_67ded03d000000001c00d7fa.txt,无年级前缀,教学,keep-34grade,简便运算（4）小学数学简便运算四年级数学
简便运算（4）小学数学简便运算四年级数学_67ded0d4000000001b038f65.txt,无年级前缀,教学,keep-34grade,简便运算（4）小学数学简便运算四年级数学
经典题型：已知被减数、减数、差的和……求三个量分别是多少。_67b486f9000000002901ae7c.txt,无年级前缀,其他,keep-34grade,经典题型：已知被减数、减数、差的和……求三个量分别是多少。
观察物体小学数学四年级数学 观察物体_67c0782f000000002900b649.txt,无年级前缀,教学,keep-34grade,观察物体小学数学四年级数学 观察物体
观察物体练习题。（强调画的时候从左➡️右，在想象中有一个翻转的过程。）小学数学_67c5c23200000000280283f9.txt,无年级前缀,教学,keep-34grade,观察物体练习题。（强调画的时候从左➡️右，在想象中有一个翻转的过程。）小学数学
计数器上拨数。用15颗珠子拨六位数。#小学数学 #数学思维_67068ca0000000001b023a87.txt,无年级前缀,教学,keep-34grade,计数器上拨数。用15颗珠子拨六位数。
认识公顷。 一个比较长的课堂实录与大家分享，每一个环节每一句话都是我想强调的重点_670a2a18000000001b03e03b.txt,无年级前缀,教学,keep-34grade,认识公顷。 一个比较长的课堂实录与大家分享，每一个环节每一句话都是我想强调的重点
